time,pid,usr,system,wait,cpu,rss,command
08:52:40,0,41,0.00,0.00,0.00,0.00,0
08:52:40,0,42,0.00,0.00,0.00,0.00,0
08:52:40,0,43,0.00,0.00,0.00,0.00,0
08:52:40,0,44,0.00,0.00,0.00,0.00,0
08:52:40,0,45,0.00,0.00,0.00,0.00,0
08:52:40,0,46,0.00,0.00,0.00,0.00,0
08:52:40,0,47,0.00,0.00,0.00,0.00,0
08:52:40,0,48,0.00,0.00,0.00,0.00,0
08:52:40,0,49,0.00,0.00,0.00,0.00,0
08:52:40,0,50,0.00,0.00,0.93,0.00,0
08:52:40,0,51,0.00,0.00,0.00,0.00,0
08:52:40,0,52,0.00,0.00,0.00,0.00,0
08:52:40,0,53,0.00,0.00,0.00,0.00,0
08:52:40,0,54,0.00,0.00,0.00,0.00,0
08:52:40,0,55,0.00,0.00,0.00,0.00,0
08:52:40,0,56,0.00,0.00,0.00,0.00,0
08:52:40,0,57,0.00,0.00,0.00,0.00,0
08:52:40,0,58,0.00,0.00,0.00,0.00,0
08:52:40,0,59,0.00,0.00,0.00,0.00,0
08:52:40,0,60,0.00,0.00,0.00,0.00,0
08:52:40,0,61,0.00,0.00,0.00,0.00,0
08:52:40,0,62,0.00,0.00,0.00,0.00,0
08:52:40,0,63,0.00,0.00,0.00,0.00,0
08:52:40,0,64,0.00,0.00,0.00,0.00,0
08:52:40,0,66,0.00,0.00,0.00,0.00,0
08:52:40,0,67,0.00,0.00,0.00,0.00,0
08:52:40,0,68,0.00,0.00,0.00,0.00,0
08:52:40,0,69,0.00,0.00,0.00,0.00,0
08:52:40,0,70,0.00,0.00,0.00,0.00,0
08:52:40,0,71,0.00,0.00,0.00,0.00,0
08:52:40,0,72,0.00,0.00,0.00,0.00,0
08:52:40,0,73,0.00,0.00,0.00,0.00,0
08:52:40,0,74,0.00,0.00,0.00,0.00,0
08:52:40,0,81,0.00,0.00,0.00,0.00,0
08:52:40,0,83,0.00,0.00,0.00,0.00,0
08:52:40,0,85,0.00,0.00,0.00,0.00,0
08:52:40,0,97,0.00,0.00,0.00,0.00,0
08:52:40,0,98,0.00,0.00,0.00,0.00,0
08:52:40,0,99,0.00,0.00,0.00,0.00,0
08:52:40,0,100,0.00,0.00,0.93,0.00,0
08:52:40,0,124,0.00,0.00,0.00,0.00,0
08:52:40,0,128,0.00,0.00,0.00,0.00,0
08:52:40,0,130,0.00,0.00,0.00,0.00,0
08:52:40,0,147,0.00,0.00,0.00,0.00,0
08:52:40,0,151,0.00,0.00,0.00,0.00,0
08:52:40,0,172,0.00,0.00,0.00,0.00,0
08:52:40,0,173,0.00,0.00,0.00,0.00,0
08:52:40,0,192,0.00,0.00,0.00,0.00,0
08:52:40,0,193,0.00,0.00,0.00,0.00,0
08:52:40,0,198,0.00,0.00,0.00,0.00,0
08:52:40,0,234,0.00,0.00,0.00,0.00,0
08:52:40,0,235,0.00,0.00,0.00,0.00,0
08:52:40,0,236,0.00,0.00,0.00,0.00,0
08:52:40,0,237,0.00,0.00,0.00,0.00,0
08:52:40,0,285,0.00,0.00,0.00,0.00,0
08:52:40,0,315,0.00,0.00,0.00,0.00,50244
08:52:40,0,338,0.00,0.00,0.00,0.00,0
08:52:40,0,339,0.00,0.00,0.00,0.00,0
08:52:40,0,364,0.00,0.00,0.00,0.00,290144
08:52:40,0,390,0.00,0.00,0.00,0.00,29168
08:52:40,0,396,0.00,0.00,0.00,0.00,0
08:52:40,0,441,0.00,0.00,0.00,0.00,0
08:52:40,0,442,0.00,0.00,0.00,0.00,0
08:52:40,0,469,0.00,0.00,0.00,0.00,0
08:52:40,0,470,0.00,0.00,0.00,0.00,0
08:52:40,0,472,0.00,0.00,0.00,0.00,0
08:52:40,0,473,0.00,0.00,0.00,0.00,0
08:52:40,0,474,0.00,0.00,0.00,0.00,0
08:52:40,0,475,0.00,0.00,0.00,0.00,0
08:52:40,0,476,0.00,0.00,0.00,0.00,0
08:52:40,0,478,0.00,0.00,0.00,0.00,0
08:52:40,0,479,0.00,0.00,0.00,0.00,0
08:52:40,0,480,0.00,0.00,0.00,0.00,0
08:52:40,0,496,0.00,0.00,0.00,0.00,0
08:52:40,0,498,0.00,0.00,0.00,0.00,0
08:52:40,0,502,0.00,0.00,0.00,0.00,0
08:52:40,0,503,0.00,0.00,0.00,0.00,0
08:52:40,0,504,0.00,0.00,0.00,0.00,0
08:52:40,0,505,0.00,0.00,0.00,0.00,0
08:52:40,0,506,0.00,0.00,0.00,0.00,0
08:52:40,0,507,0.00,0.00,0.00,0.00,0
08:52:40,0,508,0.00,0.00,0.00,0.00,0
08:52:40,0,509,0.00,0.00,0.00,0.00,0
08:52:40,0,510,0.00,0.00,0.00,0.00,0
08:52:40,0,511,0.00,0.00,0.00,0.00,0
08:52:40,0,512,0.00,0.00,0.00,0.00,0
08:52:40,0,513,0.00,0.00,0.00,0.00,0
08:52:40,0,514,0.00,0.00,0.00,0.00,0
08:52:40,0,515,0.00,0.00,0.00,0.00,0
08:52:40,0,516,0.00,0.00,0.00,0.00,0
08:52:40,0,517,0.00,0.00,0.00,0.00,0
08:52:40,0,523,0.00,0.00,0.00,0.00,0
08:52:40,0,547,0.00,0.00,0.00,0.00,17512
08:52:40,991,563,0.00,0.00,0.00,0.00,21496
08:52:40,996,564,0.00,0.00,0.00,0.00,164684
08:52:40,998,705,0.00,0.00,0.00,0.00,18696
08:52:40,108,742,0.00,0.00,0.00,0.00,8644
08:52:40,102,743,0.00,0.00,0.00,0.00,9824
08:52:40,0,746,0.00,0.00,0.00,0.00,955280
08:52:40,989,747,0.00,0.00,0.00,0.00,309068
08:52:40,0,751,0.00,0.00,0.00,0.00,1996828
08:52:40,0,755,0.00,0.00,0.00,0.00,17908
08:52:40,0,756,0.00,0.00,0.00,0.00,472432
08:52:40,108,757,0.00,0.00,0.00,0.00,8380
08:52:40,103,765,0.00,0.00,0.00,0.00,222812
08:52:40,0,795,0.00,0.00,0.00,0.00,16684
08:52:40,0,803,0.00,0.00,0.00,0.00,49508
08:52:40,0,825,0.00,0.00,0.00,0.00,7072
08:52:40,0,835,0.00,0.00,0.00,0.00,110868
08:52:40,0,842,0.00,0.00,0.00,0.00,326400
08:52:40,0,848,0.00,0.00,0.00,0.00,0
08:52:40,0,856,0.00,0.00,0.00,0.00,6000
08:52:40,0,918,0.00,0.00,0.00,0.00,0
08:52:40,0,1010,0.00,0.00,0.00,0.00,12048
08:52:40,0,1011,0.00,0.00,0.00,0.00,16388
08:52:40,0,1014,0.00,0.00,0.00,0.00,0
08:52:40,1000,1016,0.00,0.00,0.00,0.00,21092
08:52:40,0,1017,0.00,0.00,0.00,0.00,0
08:52:40,1000,1018,0.00,0.00,0.00,0.00,22192
08:52:40,1000,1106,1.85,0.00,16.67,0.00,16548
08:52:40,1000,1107,0.00,0.00,0.00,0.00,9040
08:52:40,0,1169,0.00,0.00,0.00,0.00,0
08:52:40,1000,1717,0.00,0.00,0.00,0.00,9556
08:52:40,1000,1732,28.70,0.00,49.07,0.93,215924
08:52:40,1000,1736,12.04,0.00,0.00,0.00,1014444
08:52:40,1000,1737,0.00,0.00,0.00,0.00,762780
08:52:40,1000,1738,4.63,0.00,13.89,0.00,890332
08:52:40,1000,1739,8.33,0.00,20.37,0.00,892164
08:52:40,1000,1740,13.89,0.00,35.19,0.00,889012
08:52:40,1000,1741,0.00,0.00,0.00,0.00,888040
08:52:40,1000,1742,17.59,0.00,37.04,0.00,892464
08:52:40,1000,1743,9.26,0.00,20.37,0.00,888572
08:52:40,1000,1744,7.41,0.00,19.44,0.00,890388
08:52:40,1000,1745,20.37,0.00,38.89,0.00,891548
08:52:40,1000,1746,32.41,0.00,39.81,7526.85,1525484
08:52:40,1000,1747,58.33,0.00,53.70,9765.74,1532600
08:52:40,1000,1748,4.63,0.00,11.11,0.00,891512
08:52:40,1000,1749,44.44,0.00,35.19,0.00,888024
08:52:40,1000,1750,7.41,0.00,18.52,0.00,890400
08:52:40,1000,1751,0.93,0.00,3.70,0.00,888692
08:52:40,1000,1752,0.00,0.00,1.85,0.00,889740
08:52:40,1000,1753,0.93,0.00,0.93,0.00,889848
08:52:40,1000,1754,2.78,0.00,8.33,0.00,891240
08:52:40,1000,1755,17.59,0.00,38.89,0.00,891164
08:52:40,0,1784,0.00,0.00,0.00,0.00,16392
08:52:40,1000,1888,0.00,0.00,0.93,0.00,16552
08:52:40,1000,1889,0.00,0.00,0.00,0.00,8908
08:52:40,0,1963,0.00,0.00,0.93,0.00,0
08:52:40,0,2094,0.00,0.00,0.00,0.00,0
08:52:40,1000,2125,0.93,0.00,0.93,2.78,7208
08:52:40,1000,2126,0.00,0.00,0.00,0.00,9260
,,,,,,,
#,UID,PID,%usr,%guest,%wait,minflt/s,VSZ
08:52:41,0,1,0.00,0.00,0.00,0.00,22560
08:52:41,0,2,0.00,0.00,0.00,0.00,0
08:52:41,0,3,0.00,0.00,0.00,0.00,0
08:52:41,0,4,0.00,0.00,0.00,0.00,0
08:52:41,0,5,0.00,0.00,0.00,0.00,0
08:52:41,0,6,0.00,0.00,0.00,0.00,0
08:52:41,0,7,0.00,0.00,0.00,0.00,0
08:52:41,0,8,0.00,0.00,0.00,0.00,0
08:52:41,0,9,0.00,0.00,0.00,0.00,0
08:52:41,0,10,0.00,0.00,0.00,0.00,0
08:52:41,0,11,0.00,0.00,0.00,0.00,0
08:52:41,0,12,0.00,0.00,0.00,0.00,0
08:52:41,0,13,0.00,0.00,0.00,0.00,0
08:52:41,0,14,0.00,0.00,0.00,0.00,0
08:52:41,0,15,0.00,0.00,0.00,0.00,0
08:52:41,0,16,0.00,0.00,0.00,0.00,0
08:52:41,0,17,0.00,0.00,0.00,0.00,0
08:52:41,0,18,0.00,0.00,0.00,0.00,0
08:52:41,0,19,0.00,0.00,0.00,0.00,0
08:52:41,0,20,0.00,0.00,0.00,0.00,0
08:52:41,0,21,0.00,0.00,0.00,0.00,0
08:52:41,0,22,0.00,0.00,0.00,0.00,0
08:52:41,0,23,0.00,0.00,0.00,0.00,0
08:52:41,0,24,0.00,0.00,0.00,0.00,0
08:52:41,0,25,0.00,0.00,0.00,0.00,0
08:52:41,0,26,0.00,0.00,0.00,0.00,0
08:52:41,0,27,0.00,0.00,0.00,0.00,0
08:52:41,0,28,0.00,0.00,0.00,0.00,0
08:52:41,0,29,0.00,0.00,0.00,0.00,0
08:52:41,0,30,0.00,0.00,0.00,0.00,0
08:52:41,0,31,0.00,0.00,0.00,0.00,0
08:52:41,0,32,0.00,0.00,0.00,0.00,0
08:52:41,0,33,0.00,0.00,0.00,0.00,0
08:52:41,0,34,0.00,0.00,0.00,0.00,0
08:52:41,0,35,0.00,0.00,0.00,0.00,0
08:52:41,0,36,0.00,0.00,0.00,0.00,0
08:52:41,0,37,0.00,0.00,0.00,0.00,0
08:52:41,0,38,0.00,0.00,1.00,0.00,0
08:52:41,0,39,0.00,0.00,0.00,0.00,0
08:52:41,0,40,0.00,0.00,0.00,0.00,0
08:52:41,0,41,0.00,0.00,0.00,0.00,0
08:52:41,0,42,0.00,0.00,0.00,0.00,0
08:52:41,0,43,0.00,0.00,0.00,0.00,0
08:52:41,0,44,0.00,0.00,0.00,0.00,0
08:52:41,0,45,0.00,0.00,0.00,0.00,0
08:52:41,0,46,0.00,0.00,0.00,0.00,0
08:52:41,0,47,0.00,0.00,0.00,0.00,0
08:52:41,0,48,0.00,0.00,0.00,0.00,0
08:52:41,0,49,0.00,0.00,0.00,0.00,0
08:52:41,0,50,0.00,0.00,0.00,0.00,0
08:52:41,0,51,0.00,0.00,0.00,0.00,0
08:52:41,0,52,0.00,0.00,0.00,0.00,0
08:52:41,0,53,0.00,0.00,0.00,0.00,0
08:52:41,0,54,0.00,0.00,0.00,0.00,0
08:52:41,0,55,0.00,0.00,0.00,0.00,0
08:52:41,0,56,0.00,0.00,0.00,0.00,0
08:52:41,0,57,0.00,0.00,0.00,0.00,0
08:52:41,0,58,0.00,0.00,0.00,0.00,0
08:52:41,0,59,0.00,0.00,0.00,0.00,0
08:52:41,0,60,0.00,0.00,0.00,0.00,0
08:52:41,0,61,0.00,0.00,0.00,0.00,0
08:52:41,0,62,0.00,0.00,0.00,0.00,0
08:52:41,0,63,0.00,0.00,0.00,0.00,0
08:52:41,0,64,0.00,0.00,0.00,0.00,0
08:52:41,0,66,0.00,0.00,2.00,0.00,0
08:52:41,0,67,0.00,0.00,0.00,0.00,0
08:52:41,0,68,0.00,0.00,0.00,0.00,0
08:52:41,0,69,0.00,0.00,0.00,0.00,0
08:52:41,0,70,0.00,0.00,0.00,0.00,0
08:52:41,0,71,0.00,0.00,0.00,0.00,0
08:52:41,0,72,0.00,0.00,0.00,0.00,0
08:52:41,0,73,0.00,0.00,0.00,0.00,0
08:52:41,0,74,0.00,0.00,0.00,0.00,0
08:52:41,0,81,0.00,0.00,0.00,0.00,0
08:52:41,0,83,0.00,0.00,0.00,0.00,0
08:52:41,0,85,0.00,0.00,0.00,0.00,0
08:52:41,0,97,0.00,0.00,0.00,0.00,0
08:52:41,0,98,0.00,0.00,0.00,0.00,0
08:52:41,0,99,0.00,0.00,0.00,0.00,0
08:52:41,0,100,0.00,0.00,0.00,0.00,0
08:52:41,0,124,0.00,0.00,0.00,0.00,0
08:52:41,0,128,0.00,0.00,0.00,0.00,0
08:52:41,0,130,0.00,0.00,0.00,0.00,0
08:52:41,0,147,0.00,0.00,0.00,0.00,0
08:52:41,0,151,0.00,0.00,0.00,0.00,0
08:52:41,0,172,0.00,0.00,0.00,0.00,0
08:52:41,0,173,0.00,0.00,0.00,0.00,0
08:52:41,0,192,0.00,0.00,0.00,0.00,0
08:52:41,0,193,0.00,0.00,0.00,0.00,0
08:52:41,0,198,0.00,0.00,0.00,0.00,0
08:52:41,0,234,0.00,0.00,0.00,0.00,0
08:52:41,0,235,0.00,0.00,0.00,0.00,0
08:52:41,0,236,0.00,0.00,0.00,0.00,0
08:52:41,0,237,0.00,0.00,0.00,0.00,0
08:52:41,0,285,0.00,0.00,0.00,0.00,0
08:52:41,0,315,0.00,0.00,0.00,0.00,50244
08:52:41,0,338,0.00,0.00,0.00,0.00,0
08:52:41,0,339,0.00,0.00,0.00,0.00,0
08:52:41,0,364,0.00,0.00,0.00,0.00,290144
08:52:41,0,390,0.00,0.00,0.00,0.00,29168
08:52:41,0,396,0.00,0.00,0.00,0.00,0
08:52:41,0,441,0.00,0.00,0.00,0.00,0
08:52:41,0,442,0.00,0.00,0.00,0.00,0
08:52:41,0,469,0.00,0.00,0.00,0.00,0
08:52:41,0,470,0.00,0.00,0.00,0.00,0
08:52:41,0,472,0.00,0.00,0.00,0.00,0
08:52:41,0,473,0.00,0.00,0.00,0.00,0
08:52:41,0,474,0.00,0.00,0.00,0.00,0
08:52:41,0,475,0.00,0.00,0.00,0.00,0
08:52:41,0,476,0.00,0.00,0.00,0.00,0
08:52:41,0,478,0.00,0.00,0.00,0.00,0
08:52:41,0,479,0.00,0.00,0.00,0.00,0
08:52:41,0,480,0.00,0.00,0.00,0.00,0
08:52:41,0,496,0.00,0.00,0.00,0.00,0
08:52:41,0,498,0.00,0.00,0.00,0.00,0
08:52:41,0,502,0.00,0.00,0.00,0.00,0
08:52:41,0,503,0.00,0.00,0.00,0.00,0
08:52:41,0,504,0.00,0.00,0.00,0.00,0
08:52:41,0,505,0.00,0.00,0.00,0.00,0
08:52:41,0,506,0.00,0.00,0.00,0.00,0
08:52:41,0,507,0.00,0.00,0.00,0.00,0
08:52:41,0,508,0.00,0.00,0.00,0.00,0
08:52:41,0,509,0.00,0.00,0.00,0.00,0
08:52:41,0,510,0.00,0.00,0.00,0.00,0
08:52:41,0,511,0.00,0.00,0.00,0.00,0
08:52:41,0,512,0.00,0.00,0.00,0.00,0
08:52:41,0,513,0.00,0.00,0.00,0.00,0
08:52:41,0,514,0.00,0.00,0.00,0.00,0
08:52:41,0,515,0.00,0.00,0.00,0.00,0
08:52:41,0,516,0.00,0.00,0.00,0.00,0
08:52:41,0,517,0.00,0.00,0.00,0.00,0
08:52:41,0,523,0.00,0.00,0.00,0.00,0
08:52:41,0,547,0.00,0.00,0.00,0.00,17512
08:52:41,991,563,0.00,0.00,0.00,0.00,21496
08:52:41,996,564,0.00,0.00,0.00,0.00,164684
08:52:41,998,705,0.00,0.00,0.00,0.00,18696
08:52:41,108,742,0.00,0.00,0.00,0.00,8644
08:52:41,102,743,0.00,0.00,0.00,0.00,9824
08:52:41,0,746,0.00,0.00,0.00,0.00,955280
08:52:41,989,747,0.00,0.00,0.00,0.00,309068
08:52:41,0,751,0.00,0.00,0.00,0.00,1996828
08:52:41,0,755,0.00,0.00,0.00,0.00,17908
08:52:41,0,756,0.00,0.00,0.00,0.00,472432
08:52:41,108,757,0.00,0.00,0.00,0.00,8380
08:52:41,103,765,0.00,0.00,0.00,0.00,222812
08:52:41,0,795,0.00,0.00,0.00,0.00,16684
08:52:41,0,803,0.00,0.00,0.00,0.00,49508
08:52:41,0,825,0.00,0.00,0.00,0.00,7072
08:52:41,0,835,0.00,0.00,0.00,0.00,110868
08:52:41,0,842,0.00,0.00,0.00,0.00,326400
08:52:41,0,848,0.00,0.00,0.00,0.00,0
08:52:41,0,856,0.00,0.00,0.00,0.00,6000
08:52:41,0,918,0.00,0.00,0.00,0.00,0
08:52:41,0,1010,0.00,0.00,0.00,0.00,12048
08:52:41,0,1011,0.00,0.00,0.00,0.00,16388
08:52:41,0,1014,0.00,0.00,0.00,0.00,0
08:52:41,1000,1016,0.00,0.00,0.00,0.00,21092
08:52:41,0,1017,0.00,0.00,0.00,0.00,0
08:52:41,1000,1018,0.00,0.00,0.00,0.00,22192
08:52:41,1000,1106,0.00,0.00,13.00,0.00,16548
08:52:41,1000,1107,0.00,0.00,0.00,0.00,9040
08:52:41,0,1169,0.00,0.00,0.00,0.00,0
08:52:41,1000,1717,0.00,0.00,0.00,0.00,9556
08:52:41,1000,1732,25.00,0.00,54.00,0.00,215924
08:52:41,1000,1736,12.00,0.00,0.00,0.00,1014444
08:52:41,1000,1737,1.00,0.00,0.00,0.00,762780
08:52:41,1000,1738,4.00,0.00,8.00,0.00,890332
08:52:41,1000,1739,9.00,0.00,23.00,0.00,892164
08:52:41,1000,1740,13.00,0.00,35.00,0.00,889012
08:52:41,1000,1741,0.00,0.00,0.00,0.00,888040
08:52:41,1000,1742,21.00,0.00,35.00,0.00,892464
08:52:41,1000,1743,8.00,0.00,26.00,0.00,888572
08:52:41,1000,1744,8.00,0.00,22.00,0.00,890388
08:52:41,1000,1745,20.00,0.00,38.00,1.00,891548
08:52:41,1000,1746,28.00,0.00,37.00,6591.00,1526724
08:52:41,1000,1747,68.00,0.00,45.00,11401.00,1532600
08:52:41,1000,1748,4.00,0.00,8.00,0.00,891512
08:52:41,1000,1749,41.00,0.00,46.00,0.00,888024
08:52:41,1000,1750,7.00,0.00,21.00,0.00,890400
08:52:41,1000,1751,2.00,0.00,5.00,0.00,888692
08:52:41,1000,1752,1.00,0.00,1.00,0.00,889740
08:52:41,1000,1753,0.00,0.00,2.00,0.00,889848
08:52:41,1000,1754,4.00,0.00,8.00,0.00,891240
08:52:41,1000,1755,19.00,0.00,42.00,0.00,891164
08:52:41,0,1784,0.00,0.00,0.00,0.00,16392
08:52:41,1000,1888,1.00,0.00,1.00,0.00,16552
08:52:41,1000,1889,0.00,0.00,0.00,0.00,8908
08:52:41,0,1963,0.00,0.00,1.00,0.00,0
08:52:41,0,2094,0.00,0.00,0.00,0.00,0
08:52:41,1000,2125,1.00,0.00,4.00,0.00,7208
08:52:41,1000,2126,0.00,0.00,2.00,2.00,9260
,,,,,,,
#,UID,PID,%usr,%guest,%wait,minflt/s,VSZ
08:52:42,0,1,0.00,0.00,0.00,0.00,22560
08:52:42,0,2,0.00,0.00,0.00,0.00,0
08:52:42,0,3,0.00,0.00,0.00,0.00,0
08:52:42,0,4,0.00,0.00,0.00,0.00,0
08:52:42,0,5,0.00,0.00,0.00,0.00,0
08:52:42,0,6,0.00,0.00,0.00,0.00,0
08:52:42,0,7,0.00,0.00,0.00,0.00,0
08:52:42,0,8,0.00,0.00,0.00,0.00,0
08:52:42,0,9,0.00,0.00,0.00,0.00,0
08:52:42,0,10,0.00,0.00,0.00,0.00,0
08:52:42,0,11,0.00,0.00,0.00,0.00,0
08:52:42,0,12,0.00,0.00,0.00,0.00,0
08:52:42,0,13,0.00,0.00,0.00,0.00,0
08:52:42,0,14,0.00,0.00,0.00,0.00,0
08:52:42,0,15,0.00,0.00,0.00,0.00,0
08:52:42,0,16,0.00,0.00,0.00,0.00,0
08:52:42,0,17,0.00,0.00,0.00,0.00,0
08:52:42,0,18,0.00,0.00,0.00,0.00,0
08:52:42,0,19,0.00,0.00,0.00,0.00,0
08:52:42,0,20,0.00,0.00,0.00,0.00,0
08:52:42,0,21,0.00,0.00,0.00,0.00,0
08:52:42,0,22,0.00,0.00,0.00,0.00,0
08:52:42,0,23,0.00,0.00,0.00,0.00,0
08:52:42,0,24,0.00,0.00,0.00,0.00,0
08:52:42,0,25,0.00,0.00,0.00,0.00,0
08:52:42,0,26,0.00,0.00,0.00,0.00,0
08:52:42,0,27,0.00,0.00,0.00,0.00,0
08:52:42,0,28,0.00,0.00,0.00,0.00,0
08:52:42,0,29,0.00,0.00,0.00,0.00,0
08:52:42,0,30,0.00,0.00,0.00,0.00,0
08:52:42,0,31,0.00,0.00,0.00,0.00,0
08:52:42,0,32,0.00,0.00,0.00,0.00,0
08:52:42,0,33,0.00,0.00,1.00,0.00,0
08:52:42,0,34,0.00,0.00,0.00,0.00,0
08:52:42,0,35,0.00,0.00,0.00,0.00,0
08:52:42,0,36,0.00,0.00,0.00,0.00,0
08:52:42,0,37,0.00,0.00,0.00,0.00,0
08:52:42,0,38,0.00,0.00,2.00,0.00,0
08:52:42,0,39,0.00,0.00,0.00,0.00,0
08:52:42,0,40,0.00,0.00,0.00,0.00,0
08:52:42,0,41,0.00,0.00,0.00,0.00,0
08:52:42,0,42,0.00,0.00,0.00,0.00,0
08:52:42,0,43,0.00,0.00,0.00,0.00,0
08:52:42,0,44,0.00,0.00,0.00,0.00,0
08:52:42,0,45,0.00,0.00,0.00,0.00,0
08:52:42,0,46,0.00,0.00,0.00,0.00,0
08:52:42,0,47,0.00,0.00,0.00,0.00,0
08:52:42,0,48,0.00,0.00,0.00,0.00,0
08:52:42,0,49,0.00,0.00,0.00,0.00,0
08:52:42,0,50,0.00,0.00,1.00,0.00,0
08:52:42,0,51,0.00,0.00,0.00,0.00,0
08:52:42,0,52,0.00,0.00,0.00,0.00,0
08:52:42,0,53,0.00,0.00,0.00,0.00,0
08:52:42,0,54,0.00,0.00,0.00,0.00,0
08:52:42,0,55,0.00,0.00,0.00,0.00,0
08:52:42,0,56,0.00,0.00,0.00,0.00,0
08:52:42,0,57,0.00,0.00,0.00,0.00,0
08:52:42,0,58,0.00,0.00,0.00,0.00,0
08:52:42,0,59,0.00,0.00,0.00,0.00,0
08:52:42,0,60,0.00,0.00,0.00,0.00,0
08:52:42,0,61,0.00,0.00,0.00,0.00,0
08:52:42,0,62,0.00,0.00,0.00,0.00,0
08:52:42,0,63,0.00,0.00,0.00,0.00,0
08:52:42,0,64,0.00,0.00,0.00,0.00,0
08:52:42,0,66,0.00,0.00,0.00,0.00,0
08:52:42,0,67,0.00,0.00,0.00,0.00,0
08:52:42,0,68,0.00,0.00,0.00,0.00,0
08:52:42,0,69,0.00,0.00,0.00,0.00,0
08:52:42,0,70,0.00,0.00,0.00,0.00,0
08:52:42,0,71,0.00,0.00,0.00,0.00,0
08:52:42,0,72,0.00,0.00,0.00,0.00,0
08:52:42,0,73,0.00,0.00,0.00,0.00,0
08:52:42,0,74,0.00,0.00,0.00,0.00,0
08:52:42,0,81,0.00,0.00,0.00,0.00,0
08:52:42,0,83,0.00,0.00,0.00,0.00,0
08:52:42,0,85,0.00,0.00,0.00,0.00,0
08:52:42,0,97,0.00,0.00,0.00,0.00,0
08:52:42,0,98,0.00,0.00,0.00,0.00,0
08:52:42,0,99,0.00,0.00,0.00,0.00,0
08:52:42,0,100,0.00,0.00,0.00,0.00,0
08:52:42,0,124,0.00,0.00,0.00,0.00,0
08:52:42,0,128,0.00,0.00,0.00,0.00,0
08:52:42,0,130,0.00,0.00,0.00,0.00,0
08:52:42,0,147,0.00,0.00,0.00,0.00,0
08:52:42,0,151,0.00,0.00,0.00,0.00,0
08:52:42,0,172,0.00,0.00,0.00,0.00,0
08:52:42,0,173,0.00,0.00,0.00,0.00,0
08:52:42,0,192,0.00,0.00,0.00,0.00,0
08:52:42,0,193,0.00,0.00,0.00,0.00,0
08:52:42,0,198,0.00,0.00,0.00,0.00,0
08:52:42,0,234,0.00,0.00,0.00,0.00,0
08:52:42,0,235,0.00,0.00,0.00,0.00,0
08:52:42,0,236,0.00,0.00,0.00,0.00,0
08:52:42,0,237,0.00,0.00,0.00,0.00,0
08:52:42,0,285,0.00,0.00,0.00,0.00,0
08:52:42,0,315,0.00,0.00,0.00,0.00,50244
08:52:42,0,338,0.00,0.00,0.00,0.00,0
08:52:42,0,339,0.00,0.00,0.00,0.00,0
08:52:42,0,364,0.00,0.00,0.00,0.00,290144
08:52:42,0,390,0.00,0.00,0.00,0.00,29168
08:52:42,0,396,0.00,0.00,0.00,0.00,0
08:52:42,0,441,0.00,0.00,0.00,0.00,0
