time,pid,usr,system,wait,cpu,rss,command
08:09:51,0,55,0.00,0.00,0.00,0.00,0
08:09:51,0,57,0.00,0.00,0.00,0.00,0
08:09:51,0,58,0.00,0.00,0.00,0.00,0
08:09:51,0,59,0.00,0.00,0.00,0.00,0
08:09:51,0,65,0.00,0.00,0.00,0.00,0
08:09:51,0,68,0.00,0.00,0.00,0.00,0
08:09:51,0,71,0.00,0.00,0.00,0.00,0
08:09:51,0,72,0.00,0.00,0.00,0.00,0
08:09:51,0,73,0.00,0.00,0.00,0.00,0
08:09:51,0,74,0.00,0.00,0.00,0.00,0
08:09:51,0,75,0.00,0.00,0.00,0.00,0
08:09:51,0,76,0.00,0.00,0.00,0.00,0
08:09:51,0,77,0.00,0.00,0.00,0.00,0
08:09:51,0,84,0.00,0.00,0.00,0.00,0
08:09:51,0,99,0.00,0.00,0.00,0.00,0
08:09:51,0,100,0.00,0.00,0.00,0.00,0
08:09:51,0,124,0.00,0.00,0.00,0.00,0
08:09:51,0,129,0.00,0.00,0.00,0.00,0
08:09:51,0,153,0.00,0.00,0.00,0.00,0
08:09:51,0,193,0.00,0.00,0.00,0.00,0
08:09:51,0,194,0.00,0.00,0.00,0.00,0
08:09:51,0,199,0.00,0.00,0.00,0.00,0
08:09:51,0,235,0.00,0.00,0.00,0.00,0
08:09:51,0,236,0.00,0.00,0.00,0.00,0
08:09:51,0,266,0.00,0.00,0.00,0.00,0
08:09:51,0,316,0.00,0.00,0.00,0.00,50244
08:09:51,0,340,0.00,0.00,0.00,0.00,0
08:09:51,0,341,0.00,0.00,0.00,0.00,0
08:09:51,0,366,0.00,0.00,0.00,0.00,290144
08:09:51,0,391,0.00,0.00,0.00,0.00,29036
08:09:51,0,397,0.00,0.00,0.00,0.00,0
08:09:51,0,442,0.00,0.00,0.00,0.00,0
08:09:51,0,443,0.00,0.00,0.00,0.00,0
08:09:51,0,469,0.00,0.00,0.00,0.00,0
08:09:51,0,470,0.00,0.00,0.00,0.00,0
08:09:51,0,471,0.00,0.00,0.00,0.00,0
08:09:51,0,472,0.00,0.00,0.00,0.00,0
08:09:51,0,473,0.00,0.00,0.00,0.00,0
08:09:51,0,475,0.00,0.00,0.00,0.00,0
08:09:51,0,477,0.00,0.00,0.00,0.00,0
08:09:51,0,478,0.00,0.00,0.00,0.00,0
08:09:51,0,490,0.00,0.00,0.00,0.00,0
08:09:51,0,500,0.00,0.00,0.00,0.00,0
08:09:51,0,501,0.00,0.00,0.00,0.00,0
08:09:51,0,502,0.00,0.00,0.00,0.00,0
08:09:51,0,503,0.00,0.00,0.00,0.00,0
08:09:51,0,504,0.00,0.00,0.00,0.00,0
08:09:51,0,505,0.00,0.00,0.00,0.00,0
08:09:51,0,506,0.00,0.00,0.00,0.00,0
08:09:51,0,507,0.00,0.00,0.00,0.00,0
08:09:51,0,508,0.00,0.00,0.00,0.00,0
08:09:51,0,509,0.00,0.00,0.00,0.00,0
08:09:51,0,510,0.00,0.00,0.00,0.00,0
08:09:51,0,511,0.00,0.00,0.00,0.00,0
08:09:51,0,512,0.00,0.00,0.00,0.00,0
08:09:51,0,513,0.00,0.00,0.00,0.00,0
08:09:51,0,514,0.00,0.00,0.00,0.00,0
08:09:51,0,515,0.00,0.00,0.00,0.00,0
08:09:51,0,516,0.00,0.00,0.00,0.00,0
08:09:51,0,517,0.00,0.00,0.00,0.00,0
08:09:51,0,546,0.00,0.00,0.00,0.00,17520
08:09:51,991,563,0.00,0.00,0.00,0.00,21496
08:09:51,996,564,0.00,0.00,0.00,0.00,164684
08:09:51,998,704,0.00,0.00,0.00,0.00,18696
08:09:51,102,742,0.00,0.00,0.00,0.00,10052
08:09:51,0,745,0.00,0.00,0.00,0.00,955280
08:09:51,989,746,0.00,0.00,0.00,0.00,309068
08:09:51,0,750,0.00,0.00,0.00,0.00,1923036
08:09:51,0,754,0.00,0.00,0.00,0.00,17908
08:09:51,0,755,0.00,0.00,0.00,0.00,472428
08:09:51,103,765,0.00,0.00,0.00,0.00,222812
08:09:51,0,793,0.00,0.00,0.00,0.00,16684
08:09:51,0,805,0.00,0.00,0.00,0.00,49508
08:09:51,0,807,0.00,0.00,0.00,0.00,7072
08:09:51,0,811,0.00,0.00,0.00,0.00,110868
08:09:51,0,850,0.00,0.00,0.00,0.00,326400
08:09:51,0,852,0.00,0.00,0.00,0.00,6000
08:09:51,0,1012,0.00,0.00,0.00,0.00,12048
08:09:51,0,1013,0.00,0.00,0.00,0.00,16396
08:09:51,1000,1018,0.00,0.00,0.00,0.00,21092
08:09:51,1000,1019,0.00,0.00,0.00,0.00,22192
08:09:51,1000,1107,0.92,0.00,5.50,0.00,16556
08:09:51,1000,1108,0.00,0.00,0.00,0.00,9040
08:09:51,1000,1647,0.00,0.00,0.00,0.00,9556
08:09:51,0,1664,0.00,0.00,0.00,0.00,0
08:09:51,1000,1694,9.17,0.00,23.85,0.00,215888
08:09:51,1000,1698,10.09,0.00,0.00,0.00,1015068
08:09:51,1000,1699,0.00,0.00,0.00,0.00,763424
08:09:51,1000,1700,4.59,0.00,8.26,0.00,890992
08:09:51,1000,1701,9.17,0.00,8.26,0.00,892744
08:09:51,1000,1702,13.76,0.00,32.11,0.00,889712
08:09:51,1000,1703,0.92,0.00,3.67,0.00,888736
08:09:51,1000,1704,23.85,0.00,28.44,0.00,893104
08:09:51,1000,1705,8.26,0.00,23.85,0.00,889204
08:09:51,1000,1706,11.01,0.00,22.02,0.00,891048
08:09:51,1000,1707,23.85,0.00,38.53,0.00,892116
08:09:51,1000,1708,26.61,0.00,18.35,0.00,1530196
08:09:51,1000,1709,66.97,0.00,37.61,0.00,1534820
08:09:51,1000,1710,5.50,0.00,14.68,0.00,892156
08:09:51,1000,1711,37.61,0.00,33.94,0.00,893636
08:09:51,1000,1712,0.92,0.00,4.59,0.00,889368
08:09:51,1000,1713,0.00,0.00,0.92,0.00,890348
08:09:51,1000,1714,0.00,0.00,1.83,0.00,890420
08:09:51,1000,1715,3.67,0.00,6.42,0.00,891928
08:09:51,1000,1716,23.85,0.00,34.86,0.00,891904
08:09:51,0,1965,0.00,0.00,0.00,0.00,16396
08:09:51,1000,2049,0.00,0.00,0.92,0.00,16556
08:09:51,1000,2050,0.00,0.00,0.00,0.00,8908
08:09:51,1000,2074,12.84,0.00,3.67,0.00,893728
08:09:51,1000,2077,0.00,0.00,0.00,0.00,888360
08:09:51,0,2201,0.00,0.00,0.00,0.00,0
08:09:51,0,2536,0.00,0.00,0.00,0.00,0
08:09:51,108,2554,0.00,0.00,0.00,0.00,8648
08:09:51,0,2555,0.00,0.00,0.00,0.00,483212
08:09:51,108,2556,0.00,0.00,0.00,0.00,8380
08:09:51,0,3100,0.00,0.00,0.00,0.00,0
08:09:51,0,3108,0.00,0.00,0.00,0.00,0
08:09:51,0,3110,0.00,0.00,0.00,0.00,16392
08:09:51,1000,3166,0.92,0.00,1.83,0.00,16552
08:09:51,1000,3167,0.00,0.00,0.00,0.00,9040
08:09:51,0,3197,0.00,0.00,0.00,0.00,0
08:09:51,0,3198,0.00,0.00,0.00,0.00,0
08:09:51,0,3200,0.00,0.00,0.00,0.00,0
08:09:51,0,3362,0.00,0.00,0.00,0.00,0
08:09:51,0,3367,0.00,0.00,0.00,0.00,0
08:09:51,0,4045,0.00,0.00,0.00,0.00,0
08:09:51,0,4050,0.00,0.00,0.00,0.00,0
08:09:51,0,4053,0.00,0.00,0.00,0.00,0
08:09:51,0,4056,0.00,0.00,0.00,0.00,0
08:09:51,0,4058,0.00,0.00,0.00,0.00,0
08:09:51,0,4059,0.00,0.00,1.83,0.00,0
08:09:51,0,4062,0.00,0.00,0.00,0.00,0
08:09:51,0,4063,0.00,0.00,0.00,0.00,0
08:09:51,0,4065,0.00,0.00,0.00,0.00,0
08:09:51,0,4066,0.00,0.00,0.00,0.00,0
08:09:51,0,4071,0.00,0.00,0.00,0.00,0
08:09:51,0,4072,0.00,0.00,0.00,0.00,0
08:09:51,0,4073,0.00,0.00,0.00,0.00,0
08:09:51,0,4090,0.00,0.00,0.00,0.00,0
08:09:51,0,4092,0.00,0.00,0.92,0.00,0
08:09:51,0,4093,0.00,0.00,0.92,0.00,0
08:09:51,1000,4095,0.92,0.00,2.75,2.75,7208
08:09:51,1000,4096,0.00,0.00,0.00,0.00,9260
,,,,,,,
#,UID,PID,%usr,%guest,%wait,minflt/s,VSZ
08:09:52,0,1,0.00,0.00,0.00,0.00,23556
08:09:52,0,2,0.00,0.00,0.00,0.00,0
08:09:52,0,3,0.00,0.00,0.00,0.00,0
08:09:52,0,4,0.00,0.00,0.00,0.00,0
08:09:52,0,5,0.00,0.00,0.00,0.00,0
08:09:52,0,6,0.00,0.00,0.00,0.00,0
08:09:52,0,7,0.00,0.00,0.00,0.00,0
08:09:52,0,12,0.00,0.00,0.00,0.00,0
08:09:52,0,13,0.00,0.00,0.00,0.00,0
08:09:52,0,14,0.00,0.00,0.00,0.00,0
08:09:52,0,15,0.00,0.00,0.00,0.00,0
08:09:52,0,16,0.00,0.00,0.00,0.00,0
08:09:52,0,17,0.00,0.00,0.00,0.00,0
08:09:52,0,18,0.00,0.00,0.00,0.00,0
08:09:52,0,19,0.00,0.00,0.00,0.00,0
08:09:52,0,20,0.00,0.00,0.00,0.00,0
08:09:52,0,21,0.00,0.00,0.00,0.00,0
08:09:52,0,22,0.00,0.00,0.00,0.00,0
08:09:52,0,25,0.00,0.00,0.00,0.00,0
08:09:52,0,26,0.00,0.00,0.00,0.00,0
08:09:52,0,27,0.00,0.00,0.00,0.00,0
08:09:52,0,30,0.00,0.00,0.00,0.00,0
08:09:52,0,31,0.00,0.00,0.00,0.00,0
08:09:52,0,32,0.00,0.00,0.00,0.00,0
08:09:52,0,35,0.00,0.00,0.00,0.00,0
08:09:52,0,36,0.00,0.00,0.00,0.00,0
08:09:52,0,37,0.00,0.00,0.00,0.00,0
08:09:52,0,39,0.00,0.00,0.00,0.00,0
08:09:52,0,40,0.00,0.00,0.00,0.00,0
08:09:52,0,41,0.00,0.00,0.00,0.00,0
08:09:52,0,42,0.00,0.00,0.00,0.00,0
08:09:52,0,43,0.00,0.00,0.00,0.00,0
08:09:52,0,44,0.00,0.00,0.00,0.00,0
08:09:52,0,45,0.00,0.00,0.00,0.00,0
08:09:52,0,46,0.00,0.00,0.00,0.00,0
08:09:52,0,47,0.00,0.00,0.00,0.00,0
08:09:52,0,49,0.00,0.00,0.00,0.00,0
08:09:52,0,51,0.00,0.00,0.00,0.00,0
08:09:52,0,52,0.00,0.00,0.00,0.00,0
08:09:52,0,53,0.00,0.00,0.00,0.00,0
08:09:52,0,55,0.00,0.00,0.00,0.00,0
08:09:52,0,57,0.00,0.00,0.00,0.00,0
08:09:52,0,58,0.00,0.00,0.00,0.00,0
08:09:52,0,59,0.00,0.00,0.00,0.00,0
08:09:52,0,65,0.00,0.00,0.00,0.00,0
08:09:52,0,68,0.00,0.00,0.00,0.00,0
08:09:52,0,71,0.00,0.00,0.00,0.00,0
08:09:52,0,72,0.00,0.00,0.00,0.00,0
08:09:52,0,73,0.00,0.00,0.00,0.00,0
08:09:52,0,74,0.00,0.00,0.00,0.00,0
08:09:52,0,75,0.00,0.00,0.00,0.00,0
08:09:52,0,76,0.00,0.00,0.00,0.00,0
08:09:52,0,77,0.00,0.00,0.00,0.00,0
08:09:52,0,84,0.00,0.00,0.00,0.00,0
08:09:52,0,99,0.00,0.00,0.00,0.00,0
08:09:52,0,100,0.00,0.00,0.00,0.00,0
08:09:52,0,124,0.00,0.00,0.00,0.00,0
08:09:52,0,129,0.00,0.00,0.00,0.00,0
08:09:52,0,153,0.00,0.00,0.00,0.00,0
08:09:52,0,193,0.00,0.00,0.00,0.00,0
08:09:52,0,194,0.00,0.00,0.00,0.00,0
08:09:52,0,199,0.00,0.00,0.00,0.00,0
08:09:52,0,235,0.00,0.00,0.00,0.00,0
08:09:52,0,236,0.00,0.00,0.00,0.00,0
08:09:52,0,266,0.00,0.00,0.00,0.00,0
08:09:52,0,316,0.00,0.00,0.00,0.00,50244
08:09:52,0,340,0.00,0.00,0.00,0.00,0
08:09:52,0,341,0.00,0.00,0.00,0.00,0
08:09:52,0,366,0.00,0.00,0.00,0.00,290144
08:09:52,0,391,0.00,0.00,0.00,0.00,29036
08:09:52,0,397,0.00,0.00,0.00,0.00,0
08:09:52,0,442,0.00,0.00,0.00,0.00,0
08:09:52,0,443,0.00,0.00,0.00,0.00,0
08:09:52,0,469,0.00,0.00,0.00,0.00,0
08:09:52,0,470,0.00,0.00,0.00,0.00,0
08:09:52,0,471,0.00,0.00,0.00,0.00,0
08:09:52,0,472,0.00,0.00,0.00,0.00,0
08:09:52,0,473,0.00,0.00,0.00,0.00,0
08:09:52,0,475,0.00,0.00,0.00,0.00,0
08:09:52,0,477,0.00,0.00,0.00,0.00,0
08:09:52,0,478,0.00,0.00,0.00,0.00,0
08:09:52,0,490,0.00,0.00,0.00,0.00,0
08:09:52,0,500,0.00,0.00,0.00,0.00,0
08:09:52,0,501,0.00,0.00,0.00,0.00,0
08:09:52,0,502,0.00,0.00,0.00,0.00,0
08:09:52,0,503,0.00,0.00,0.00,0.00,0
08:09:52,0,504,0.00,0.00,0.00,0.00,0
08:09:52,0,505,0.00,0.00,0.00,0.00,0
08:09:52,0,506,0.00,0.00,0.00,0.00,0
08:09:52,0,507,0.00,0.00,0.00,0.00,0
08:09:52,0,508,0.00,0.00,0.00,0.00,0
08:09:52,0,509,0.00,0.00,0.00,0.00,0
08:09:52,0,510,0.00,0.00,0.00,0.00,0
08:09:52,0,511,0.00,0.00,0.00,0.00,0
08:09:52,0,512,0.00,0.00,0.00,0.00,0
08:09:52,0,513,0.00,0.00,0.00,0.00,0
08:09:52,0,514,0.00,0.00,0.00,0.00,0
08:09:52,0,515,0.00,0.00,0.00,0.00,0
08:09:52,0,516,0.00,0.00,0.00,0.00,0
08:09:52,0,517,0.00,0.00,0.00,0.00,0
08:09:52,0,546,0.00,0.00,0.00,0.00,17520
08:09:52,991,563,0.00,0.00,0.00,0.00,21496
08:09:52,996,564,0.00,0.00,0.00,0.00,164684
08:09:52,998,704,0.00,0.00,0.00,0.00,18696
08:09:52,102,742,0.00,0.00,0.00,0.00,10052
08:09:52,0,745,0.00,0.00,0.00,0.00,955280
08:09:52,989,746,0.00,0.00,0.00,0.00,309068
08:09:52,0,750,0.00,0.00,0.00,0.00,1923036
08:09:52,0,754,0.00,0.00,0.00,0.00,17908
08:09:52,0,755,0.00,0.00,0.00,0.00,472428
08:09:52,103,765,0.00,0.00,0.00,0.00,222812
08:09:52,0,793,0.00,0.00,0.00,0.00,16684
08:09:52,0,805,0.00,0.00,0.00,0.00,49508
08:09:52,0,807,0.00,0.00,0.00,0.00,7072
08:09:52,0,811,0.00,0.00,0.00,0.00,110868
08:09:52,0,850,0.00,0.00,0.00,0.00,326400
08:09:52,0,852,0.00,0.00,0.00,0.00,6000
08:09:52,0,1012,0.00,0.00,0.00,0.00,12048
08:09:52,0,1013,0.00,0.00,0.00,0.00,16396
08:09:52,1000,1018,0.00,0.00,0.00,0.00,21092
08:09:52,1000,1019,0.00,0.00,0.00,0.00,22192
08:09:52,1000,1107,1.00,0.00,10.00,0.00,16556
08:09:52,1000,1108,0.00,0.00,0.00,0.00,9040
08:09:52,1000,1647,0.00,0.00,0.00,0.00,9556
08:09:52,0,1664,0.00,0.00,0.00,0.00,0
08:09:52,1000,1694,8.00,0.00,26.00,0.00,215888
08:09:52,1000,1698,7.00,0.00,0.00,0.00,1015068
08:09:52,1000,1699,0.00,0.00,0.00,0.00,763424
08:09:52,1000,1700,2.00,0.00,1.00,0.00,890992
08:09:52,1000,1701,18.00,0.00,30.00,0.00,892744
08:09:52,1000,1702,12.00,0.00,34.00,0.00,889712
08:09:52,1000,1703,1.00,0.00,0.00,0.00,888736
08:09:52,1000,1704,22.00,0.00,40.00,0.00,893104
08:09:52,1000,1705,7.00,0.00,26.00,0.00,889204
08:09:52,1000,1706,13.00,0.00,28.00,0.00,891048
08:09:52,1000,1707,21.00,0.00,26.00,0.00,892116
08:09:52,1000,1708,26.00,0.00,17.00,0.00,1530196
08:09:52,1000,1709,55.00,0.00,31.00,0.00,1534820
08:09:52,1000,1710,3.00,0.00,7.00,0.00,892156
08:09:52,1000,1711,32.00,0.00,41.00,0.00,893636
08:09:52,1000,1712,2.00,0.00,4.00,0.00,889368
08:09:52,1000,1713,1.00,0.00,2.00,0.00,890348
08:09:52,1000,1714,1.00,0.00,1.00,0.00,890420
08:09:52,1000,1715,3.00,0.00,9.00,0.00,891928
08:09:52,1000,1716,20.00,0.00,44.00,0.00,891904
08:09:52,0,1965,0.00,0.00,0.00,0.00,16396
08:09:52,1000,2049,0.00,0.00,0.00,0.00,16556
08:09:52,1000,2050,0.00,0.00,0.00,0.00,8908
08:09:52,1000,2074,16.00,0.00,7.00,0.00,893728
08:09:52,1000,2077,0.00,0.00,0.00,0.00,888360
08:09:52,0,2201,0.00,0.00,0.00,0.00,0
08:09:52,0,2536,0.00,0.00,0.00,0.00,0
08:09:52,108,2554,0.00,0.00,0.00,0.00,8648
08:09:52,0,2555,0.00,0.00,0.00,0.00,483212
08:09:52,108,2556,0.00,0.00,0.00,0.00,8380
08:09:52,0,3100,0.00,0.00,0.00,0.00,0
08:09:52,0,3108,0.00,0.00,0.00,0.00,0
08:09:52,0,3110,0.00,0.00,0.00,0.00,16392
08:09:52,1000,3166,0.00,0.00,0.00,0.00,16552
08:09:52,1000,3167,0.00,0.00,0.00,0.00,9040
08:09:52,0,3197,0.00,0.00,0.00,0.00,0
08:09:52,0,3198,0.00,0.00,0.00,0.00,0
08:09:52,0,3200,0.00,0.00,0.00,0.00,0
08:09:52,0,3362,0.00,0.00,0.00,0.00,0
08:09:52,0,3367,0.00,0.00,1.00,0.00,0
08:09:52,0,4045,0.00,0.00,0.00,0.00,0
08:09:52,0,4050,0.00,0.00,0.00,0.00,0
08:09:52,0,4053,0.00,0.00,0.00,0.00,0
08:09:52,0,4056,0.00,0.00,0.00,0.00,0
08:09:52,0,4058,0.00,0.00,0.00,0.00,0
08:09:52,0,4059,0.00,0.00,1.00,0.00,0
08:09:52,0,4062,0.00,0.00,0.00,0.00,0
08:09:52,0,4063,0.00,0.00,0.00,0.00,0
08:09:52,0,4065,0.00,0.00,0.00,0.00,0
08:09:52,0,4066,0.00,0.00,0.00,0.00,0
08:09:52,0,4071,0.00,0.00,0.00,0.00,0
08:09:52,0,4072,0.00,0.00,0.00,0.00,0
08:09:52,0,4073,0.00,0.00,0.00,0.00,0
08:09:52,0,4090,0.00,0.00,0.00,0.00,0
08:09:52,0,4092,0.00,0.00,1.00,0.00,0
08:09:52,0,4093,0.00,0.00,1.00,0.00,0
08:09:52,1000,4095,2.00,0.00,3.00,0.00,7208
08:09:52,1000,4096,0.00,0.00,2.00,2.00,9260
,,,,,,,
#,UID,PID,%usr,%guest,%wait,minflt/s,VSZ
08:09:53,0,1,0.00,0.00,0.00,0.00,23556
08:09:53,0,2,0.00,0.00,0.00,0.00,0
08:09:53,0,3,0.00,0.00,0.00,0.00,0
08:09:53,0,4,0.00,0.00,0.00,0.00,0
08:09:53,0,5,0.00,0.00,0.00,0.00,0
08:09:53,0,6,0.00,0.00,0.00,0.00,0
08:09:53,0,7,0.00,0.00,0.00,0.00,0
08:09:53,0,12,0.00,0.00,0.00,0.00,0
08:09:53,0,13,0.00,0.00,0.00,0.00,0
08:09:53,0,14,0.00,0.00,0.00,0.00,0
08:09:53,0,15,0.00,0.00,0.00,0.00,0
08:09:53,0,16,0.00,0.00,0.00,0.00,0
08:09:53,0,17,0.00,0.00,1.00,0.00,0
08:09:53,0,18,0.00,0.00,0.00,0.00,0
08:09:53,0,19,0.00,0.00,0.00,0.00,0
08:09:53,0,20,0.00,0.00,0.00,0.00,0
08:09:53,0,21,0.00,0.00,0.00,0.00,0
08:09:53,0,22,0.00,0.00,0.00,0.00,0
08:09:53,0,25,0.00,0.00,0.00,0.00,0
08:09:53,0,26,0.00,0.00,0.00,0.00,0
08:09:53,0,27,0.00,0.00,0.00,0.00,0
08:09:53,0,30,0.00,0.00,0.00,0.00,0
08:09:53,0,31,0.00,0.00,0.00,0.00,0
08:09:53,0,32,0.00,0.00,0.00,0.00,0
08:09:53,0,35,0.00,0.00,0.00,0.00,0
08:09:53,0,36,0.00,0.00,0.00,0.00,0
08:09:53,0,37,0.00,0.00,0.00,0.00,0
08:09:53,0,39,0.00,0.00,0.00,0.00,0
08:09:53,0,40,0.00,0.00,0.00,0.00,0
08:09:53,0,41,0.00,0.00,0.00,0.00,0
08:09:53,0,42,0.00,0.00,0.00,0.00,0
08:09:53,0,43,0.00,0.00,0.00,0.00,0
08:09:53,0,44,0.00,0.00,0.00,0.00,0
08:09:53,0,45,0.00,0.00,0.00,0.00,0
08:09:53,0,46,0.00,0.00,0.00,0.00,0
08:09:53,0,47,0.00,0.00,0.00,0.00,0
08:09:53,0,49,0.00,0.00,0.00,0.00,0
08:09:53,0,51,0.00,0.00,0.00,0.00,0
08:09:53,0,52,0.00,0.00,0.00,0.00,0
08:09:53,0,53,0.00,0.00,0.00,0.00,0
08:09:53,0,55,0.00,0.00,0.00,0.00,0
08:09:53,0,57,0.00,0.00,0.00,0.00,0
08:09:53,0,58,0.00,0.00,0.00,0.00,0
08:09:53,0,59,0.00,0.00,0.00,0.00,0
08:09:53,0,65,0.00,0.00,0.00,0.00,0
08:09:53,0,68,0.00,0.00,0.00,0.00,0
08:09:53,0,71,0.00,0.00,0.00,0.00,0
08:09:53,0,72,0.00,0.00,0.00,0.00,0
08:09:53,0,73,0.00,0.00,0.00,0.00,0
08:09:53,0,74,0.00,0.00,0.00,0.00,0
08:09:53,0,75,0.00,0.00,0.00,0.00,0
08:09:53,0,76,0.00,0.00,0.00,0.00,0
08:09:53,0,77,0.00,0.00,0.00,0.00,0
08:09:53,0,84,0.00,0.00,0.00,0.00,0
08:09:53,0,99,0.00,0.00,0.00,0.00,0
08:09:53,0,100,0.00,0.00,0.00,0.00,0
08:09:53,0,124,0.00,0.00,0.00,0.00,0
08:09:53,0,129,0.00,0.00,0.00,0.00,0
08:09:53,0,153,0.00,0.00,0.00,0.00,0
08:09:53,0,193,0.00,0.00,0.00,0.00,0
08:09:53,0,194,0.00,0.00,0.00,0.00,0
08:09:53,0,199,0.00,0.00,0.00,0.00,0
08:09:53,0,235,0.00,0.00,0.00,0.00,0
08:09:53,0,236,0.00,0.00,0.00,0.00,0
08:09:53,0,266,0.00,0.00,0.00,0.00,0
08:09:53,0,316,0.00,0.00,0.00,0.00,50244
08:09:53,0,340,0.00,0.00,0.00,0.00,0
08:09:53,0,341,0.00,0.00,0.00,0.00,0
08:09:53,0,366,0.00,0.00,0.00,0.00,290144
08:09:53,0,391,0.00,0.00,0.00,0.00,29036
08:09:53,0,397,0.00,0.00,0.00,0.00,0
08:09:53,0,442,0.00,0.00,0.00,0.00,0
08:09:53,0,443,0.00,0.00,0.00,0.00,0
08:09:53,0,469,0.00,0.00,0.00,0.00,0
08:09:53,0,470,0.00,0.00,0.00,0.00,0
08:09:53,0,471,0.00,0.00,0.00,0.00,0
08:09:53,0,472,0.00,0.00,0.00,0.00,0
08:09:53,0,473,0.00,0.00,0.00,0.00,0
08:09:53,0,475,0.00,0.00,0.00,0.00,0
08:09:53,0,477,0.00,0.00,0.00,0.00,0
08:09:53,0,478,0.00,0.00,0.00,0.00,0
08:09:53,0,490,0.00,0.00,0.00,0.00,0
08:09:53,0,500,0.00,0.00,0.00,0.00,0
08:09:53,0,501,0.00,0.00,1.00,0.00,0
08:09:53,0,502,0.00,0.00,0.00,0.00,0
08:09:53,0,503,0.00,0.00,0.00,0.00,0
08:09:53,0,504,0.00,0.00,0.00,0.00,0
08:09:53,0,505,0.00,0.00,0.00,0.00,0
08:09:53,0,506,0.00,0.00,0.00,0.00,0
08:09:53,0,507,0.00,0.00,0.00,0.00,0
08:09:53,0,508,0.00,0.00,0.00,0.00,0
08:09:53,0,509,0.00,0.00,0.00,0.00,0
08:09:53,0,510,0.00,0.00,0.00,0.00,0
08:09:53,0,511,0.00,0.00,0.00,0.00,0
08:09:53,0,512,0.00,0.00,0.00,0.00,0
08:09:53,0,513,0.00,0.00,0.00,0.00,0
08:09:53,0,514,0.00,0.00,0.00,0.00,0
08:09:53,0,515,0.00,0.00,0.00,0.00,0
08:09:53,0,516,0.00,0.00,0.00,0.00,0
08:09:53,0,517,0.00,0.00,0.00,0.00,0
08:09:53,0,546,0.00,0.00,0.00,0.00,17520
08:09:53,991,563,0.00,0.00,0.00,0.00,21496
08:09:53,996,564,0.00,0.00,0.00,0.00,164684
08:09:53,998,704,0.00,0.00,0.00,0.00,18696
08:09:53,102,742,0.00,0.00,0.00,0.00,10052
08:09:53,0,745,0.00,0.00,0.00,0.00,955280
08:09:53,989,746,0.00,0.00,0.00,0.00,309068
08:09:53,0,750,0.00,0.00,0.00,0.00,1923036
08:09:53,0,754,0.00,0.00,0.00,0.00,17908
08:09:53,0,755,0.00,0.00,0.00,0.00,472428
08:09:53,103,765,0.00,0.00,0.00,0.00,222812
08:09:53,0,793,0.00,0.00,0.00,0.00,16684
08:09:53,0,805,0.00,0.00,0.00,0.00,49508
08:09:53,0,807,0.00,0.00,0.00,0.00,7072
08:09:53,0,811,0.00,0.00,0.00,0.00,110868
